Project ID,Name,Commercial Name,State,County,Status,Transmission Owner,MFO,MW Energy,MW Capacity,MW In Service,Capacity or Energy,Project Type,Fuel,Project (AC/DC),Rights (MW),Initial Study,Feasibility Study,Feasibility Study Status,System Impact Study,System Impact Study Status,Facilities Study,Facilities Study Status,Interim/Interconnection Service/Generation Interconnection Agreement,Interim/Interconnection Service/Generation Interconnection Agreement Status,Wholesale Market Participation Agreement,Construction Service Agreement,Construction Service Agreement Status,Upgrade Construction Service Agreement,Upgrade Construction Service Agreement Status,Backfeed Date,Submitted Date,Long-Term Firm Service Start Date,Long-Term Firm Service End Date,Test Energy Date,Withdrawal Date,Withdrawn Remarks,Projected In Service Date,Commercial Operation Milestone,Actual In Service Date,Attachment Type,Alternate Project,Sliding Project
AG2-356 - moved to TC2,South Troy - Canton 34.5 kV,,PA,Bradford,Active,PENELEC,20.0,20.0,12.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/26/2021,,,,,,,,,N,No,
AG2-357 - moved to TC2,Wilton 345 kV ,,IL,Will,Withdrawn,ComEd,250.0,250.0,250.0,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/26/2021,,,,7/3/2025,,11/15/2024,,,N,No,
AG2-358,Midway 345 kV,,OH,Henry,Withdrawn,ATSI,300.0,300.0,300.0,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/26/2021,,,,12/18/2024,,11/15/2024,,,N,No,
AG2-359,Hillcrest 345 kV,,OH,Brown,Withdrawn,DEOK,125.0,125.0,125.0,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/26/2021,,,,12/18/2024,,11/15/2024,,,N,No,
AG2-360 - moved to TC2,Broadford 138 kV,,VA,Smyth,Active,AEP,250.0,250.0,250.0,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/26/2021,,,,,,,,,N,No,
AG2-361,Lanexa – Dunnsville 230 kV,,VA,New Kent,Withdrawn,Dominion,100.0,100.0,63.46,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/26/2021,,,,12/17/2024,,12/31/2023,,,N,No,
AG2-362,Lanexa - Dunnsville 230 kV,,VA,New Kent,Withdrawn,Dominion,100.0,0.0,36.54,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/26/2021,,,,12/17/2024,,12/31/2023,,,N,No,
AG2-363 - moved to TC2,Powerton 345 kV,,IL,Tazewell,Active,ComEd,300.0,300.0,180.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/26/2021,,,,,,,,,N,No,
AG2-364 - moved to TC2,Powerton 345 kV,,IL,Tazewell,Active,ComEd,200.0,200.0,120.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/26/2021,,,,,,,,,N,No,
AG2-365 - moved to TC2,Conneaut Tap-Werner 69 kV,,PA,Mercer,Withdrawn,ATSI,35.0,35.0,21.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/26/2021,,,,11/13/2025,,12/31/2027,,,N,No,
AG2-366 - moved to TC2,Garner Delivery Point - Lancaster 115 kV,,VA,Lancaster,Withdrawn,Dominion,50.0,50.0,20.0,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/26/2021,,,,11/6/2025,,12/31/2029,,,N,No,
AG2-367,VEPCO South Creek - Pamplin 115 kV,,VA,Appomattox,Withdrawn,Dominion,100.0,100.28,60.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/26/2021,,,,1/27/2025,,12/1/2025,,,N,No,
AG2-368,Scottsville - CVEC Delivery 69 kV Point,,VA,Buckingham,Withdrawn,AEP,45.0,45.0,27.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/26/2021,,,,12/18/2024,,12/1/2025,,,N,No,
AG2-369 - moved to TC2,Heritage - Wake 500 kV,,VA,Greensville,Active,Dominion,86.0,86.0,51.6,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/26/2021,,,,,,,,,N,No,
AG2-370 - moved to TC2,Tillman 138 kV,,IN,Allen,Active,AEP,50.0,50.0,20.0,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/26/2021,,,,,,,,,N,No,
AG2-371,Newville 12 kV,,PA,Cumberland,Withdrawn,PPL,10.0,10.0,6.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/29/2021,,,,8/7/2024,,6/30/2023,,,N,No,
AG2-372,Lock 34.5 kV,,PA,Chester,Withdrawn,PECO,10.0,10.0,6.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/29/2021,,,,12/18/2024,,6/30/2023,,,N,No,
AG2-373,Nittany-Zion 46 kV,,PA,Centre,Withdrawn,APS,10.0,10.0,6.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/29/2021,,,,8/7/2024,,6/30/2023,,,N,No,
AG2-374,Warfordsburg 12 kV,,PA,Tioga,Withdrawn,APS,3.0,,,,Energy,Generation Interconnection,Solar,,,,,Not Required,,,,,,Wholesale Market Participation Agreement,https://www.pjm.com/pjmfiles/pub/planning/project-queues/wmpa/ag2374_wmpa.pdf,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/ag2374_wmpa.pdf,Not Required,,,,3/30/2021,,,,10/30/2023,,12/31/2023,12/31/2023,,Y,No,
AG2-375 - moved to TC2,Fostoria Central 345 kV,,OH,Hancock,Withdrawn,AEP,500.0,500.0,500.0,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,Withdrawn,,,,,,,,,,,3/29/2021,,,,7/3/2025,,11/15/2024,,,N,No,
AG2-376,Beatty 345 kV,,OH,Franklin,Withdrawn,AEP,400.0,400.0,400.0,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/29/2021,,,,12/17/2024,,11/15/2024,,,N,No,
AG2-377,West Unity – Exit 2/Holiday City Tap 69 kV,,OH,Williams,Withdrawn,ATSI,20.0,20.0,13.5,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/29/2021,,,,12/18/2024,,7/31/2023,,,N,No,
AG2-378 - moved to TC2,North Hampton - Medway 69 kV,,OH,Clark,Withdrawn,ATSI,74.0,20.0,13.5,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/29/2021,,,,11/14/2025,,12/15/2028,,,N,No,
AG2-379 - moved to TC2,Easton - Steele 138 kV III,,MD,Talbot,Withdrawn,DPL,79.0,20.0,20.0,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/29/2021,,,,7/7/2025,,9/15/2023,,,N,No,
AG2-380 - moved to TC2,Carville 138 kV IV,,MD,Queen Anne's,Active,DPL,20.0,20.0,20.0,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/29/2021,,,,,,,,,N,No,
AG2-381,Church - Oil City 138 kV II,,MD,Caroline,Withdrawn,DPL,112.0,20.0,20.0,,Capacity,Generation Interconnection,Storage,,,,,Withdrawn,,,,,,,,,,,,,3/29/2021,,,,12/18/2024,,9/15/2023,,,N,No,
AG2-382 - moved to TC2,Cashie 230 kV,,NC,Bertie,Active,Dominion,70.0,70.0,42.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/29/2021,,,,,,,,,N,No,
AG2-383,Conesville 138 kV,,OH,Coshocton,Withdrawn,AEP,58.9,58.9,29.9,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/29/2021,,,,9/29/2023,,10/27/2023,,,N,No,
AG2-384 - moved to TC2,Chesterfield 230 kV,,VA,Chesterfield,Active,Dominion,60.82,60.82,24.0,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/29/2021,,,,,,,,,N,No,
AG2-385 - moved to TC2,North Hampton 69 kV,,OH,Clark,Withdrawn,ATSI,128.0,54.0,36.5,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/29/2021,,,,11/14/2025,,12/15/2028,,,N,No,
AG2-386 - moved to TC2,Kittanning-Rural Valley 25 kV,,PA,Armstrong,Withdrawn,APS,30.0,30.0,18.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/29/2021,,,,3/14/2025,,4/1/2023,,,N,No,
AG2-387,Cargill 115 kV (SVEC),,VA,Rockingham,Withdrawn,Dominion,20.0,20.0,12.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/29/2021,,,,6/29/2023,,10/15/2023,,,N,No,
AG2-388,Pole 249 6094 12.47 kV,,VA,Campbell,Withdrawn,AEP,6.0,6.0,6.0,,Capacity,Generation Interconnection,Methane,,,,,Withdrawn,,,,,,,,,,,,,3/29/2021,,,,12/18/2024,,9/1/2022,,,N,No,
AG2-389,Trexlertown 12 kV,LH Church,VA,City of Lynchburg,Withdrawn,PPL,3.0,3.0,0.0,,Energy,Generation Interconnection,Solar; Storage,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ag2389_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ag2389_imp.pdf,Document Posted,,,,Wholesale Market Participation Agreement,https://www.pjm.com/pjmfiles/pub/planning/project-queues/wmpa/ag2389_wmpa.pdf,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/ag2389_wmpa.pdf,Not Required,,,,3/31/2021,,,,11/22/2023,,4/18/2024,4/18/2024,,Y,No,
AG2-390,Upper Providence 34.5 kV,,PA,Adams,Withdrawn,PECO,5.0,5.0,0.0,,Energy,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,4/8/2024,,6/21/2022,,,Y,No,
AG2-391,Route 30-Laurich 12 kV,,OH,Montgomery,Withdrawn,APS,3.0,3.0,0.0,,Energy,Generation Interconnection,Solar,,,,,Not Required,,,,,,Wholesale Market Participation Agreement,https://www.pjm.com/pjmfiles/pub/planning/project-queues/wmpa/ag2391_wmpa.pdf,,Not Required,,,,3/31/2021,,,,1/2/2024,,12/31/2023,12/31/2023,,Y,No,
AG2-392,Meason 12 kV,,OH,Montgomery,Withdrawn,APS,3.0,3.0,0.0,,Energy,Generation Interconnection,Solar,,,,,Not Required,,,,,,Wholesale Market Participation Agreement,https://www.pjm.com/pjmfiles/pub/planning/project-queues/wmpa/ag2392_wmpa.pdf,,Not Required,,,,3/31/2021,,,,8/11/2023,,12/31/2023,12/31/2023,,Y,No,
AG2-393,Springboro Solar 12 kV,,VA,Buckingham,Withdrawn,PENELEC,3.0,3.0,0.0,,Energy,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,5/24/2021,,6/21/2022,,,Y,No,
AG2-394,Rohrsburg 12 kV,CO-Zaners Rohrsburg,VA,City of Lynchburg,Withdrawn,PPL,3.0,3.0,0.0,,Energy,Generation Interconnection,Solar; Storage,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ag2394_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ag2394_imp.pdf,Document Posted,,,,Wholesale Market Participation Agreement,https://www.pjm.com/pjmfiles/pub/planning/project-queues/wmpa/ag2394_wmpa.pdf,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/ag2394_wmpa.pdf,Not Required,,,,3/31/2021,,,,12/12/2023,,4/18/2024,4/18/2024,,Y,No,
AG2-395,West Berwick 12 kV,CO-Ridge,VA,City of Lynchburg,Withdrawn,PPL,2.0,2.0,0.0,,Energy,Generation Interconnection,Solar; Storage,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ag2395_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ag2395_imp.pdf,Document Posted,,Not Required,,Wholesale Market Participation Agreement,https://www.pjm.com/pjmfiles/pub/planning/project-queues/wmpa/ag2395_wmpa.pdf,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/ag2395_wmpa.pdf,Not Required,,,,3/31/2021,,,,12/12/2023,,4/18/2024,4/18/2024,,Y,No,
AG2-397,West Boyertown 13.2 kV,,PA,Columbia,Withdrawn,ME,2.0,2.0,0.0,,Energy,Generation Interconnection,Solar,,,,,Not Required,,,,,,Wholesale Market Participation Agreement,https://www.pjm.com/pjmfiles/pub/planning/project-queues/wmpa/ag2397_wmpa.pdf,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/ag2397_wmpa.pdf,Not Required,,,,3/31/2021,,,,12/28/2023,,2/28/2025,2/28/2025,,Y,No,
AG2-398,Fairfield 12 kV,,PA,Lycoming,Withdrawn,PPL,10.0,10.0,6.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,8/7/2024,,6/30/2023,,,N,No,
AG2-399,Harrisville Jct - All Min 25 kV,,PA,Adams,Withdrawn,APS,3.0,3.0,0.0,,Energy,Generation Interconnection,Solar,,,,,Not Required,,,,,,Wholesale Market Participation Agreement,https://www.pjm.com/pjmfiles/pub/planning/project-queues/wmpa/ag2399_wmpa.pdf,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/ag2399_wmpa.pdf,Not Required,,,,3/31/2021,,,,8/9/2023,,12/31/2023,12/31/2023,,Y,No,
AG2-400 - moved to TC2,Allen 345 kV,,IN,Allen,Withdrawn,AEP,100.0,100.0,60.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,11/11/2025,,5/1/2029,,,N,No,
AG2-401 - moved to TC2,Losantville 345 kV,,IN,Randolph,Active,AEP,200.0,0.0,44.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,,,,,,N,No,
AG2-402 - moved to TC2,Allen 345 kV,,IN,Allen,Withdrawn,AEP,50.0,50.0,20.0,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,11/11/2025,,5/1/2029,,,N,No,
AG2-403 - moved to TC2,Meadow Brook - Mt. Storm 500 kV,,WV,Hardy,Withdrawn,APS,125.0,125.0,52.5,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,12/2/2025,,11/15/2029,,,N,No,
AG2-404 - moved to TC2,Meadow Brook - Mt. Storm 500 kV II,,WV,Hardy,Withdrawn,APS,250.0,250.0,52.5,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,12/2/2025,,11/15/2029,,,N,No,
AG2-405 - moved to TC2,Continental 69 kV,,OH,Putnam,Active,AEP,49.9,0.0,10.98,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,,,,,,N,No,
AG2-406 - moved to TC2,Payne 69 kV,,OH,Paulding,Active,AEP,49.9,0.0,10.98,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,,,,,,N,No,
AG2-407,Sullivan - Dequine 345 kV,,IN,Vermillion,Withdrawn,AEP,200.0,200.0,120.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,12/31/2025,,,N,No,
AG2-408 - moved to TC2,Allen 345 kV,,IN,Allen,Withdrawn,AEP,100.0,0.0,18.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,11/11/2025,,5/1/2028,,,N,No,
AG2-409,Granite 115 kV,,MD,Allegany,Withdrawn,BGE,0.0,0.0,0.0,,Energy,Upgrade Request,,,,,,Not Required,,,,,,,,,,,,,3/30/2021,,,,12/14/2023,,6/1/2023,,,EE,No,
AG2-410,Watkins Corner 34.5 kV,,VA,Southampton,Withdrawn,Dominion,20.0,20.0,12.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,11/18/2024,,11/1/2023,,,N,No,
AG2-411 - moved to TC2,Statler Hill 115 kV,,PA,Somerset,Active,PENELEC,63.0,63.0,40.7,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/31/2021,,,,,,,,,N,No,
AG2-412,Greentown - Hummel Creek 138 kV,,IN,Grant,Withdrawn,AEP,100.0,100.0,78.4,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,9/12/2022,,10/31/2024,,,N,No,
AG2-413,Brush Junction - Pleasant Gap 46 kV,,PA,Centre,Withdrawn,APS,20.0,20.0,12.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,10/31/2025,,,N,No,
AG2-414,Axton 138 kV,,VA,Henry,Withdrawn,AEP,350.0,350.0,210.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,10/31/2025,,,N,No,
AG2-415,Gold – Tennessee Gas 115 kV,,PA,Potter,Withdrawn,PENELEC,20.0,20.0,20.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,10/31/2025,,,N,No,
AG2-416,Edinboro South - Venango Junction 115 kV II,,PA,Crawford,Withdrawn,PENELEC,20.0,20.0,20.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,10/31/2025,,,N,No,
AG2-417,Clinton 69 kV II,,PA,Lycoming,Withdrawn,PPL,100.0,100.0,88.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,10/31/2025,,,N,No,
AG2-418 - moved to TC2,Blain 115 kV,,PA,Perry,Withdrawn,PENELEC,40.0,40.0,20.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,11/13/2025,,12/31/2027,,,N,No,
AG2-419,3 Bridges Rd 34.5 kV,,MD,Caroline,Withdrawn,DPL,40.0,40.0,20.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,5/31/2023,,,N,No,
AG2-420 - moved to TC2,Eclipse #2 34.5 kV,,PA,Venango,Active,PENELEC,25.0,25.0,14.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,,,,,,N,No,
AG2-421,High Street 12.47 kV,,NJ,Cumberland,Withdrawn,AEC,1.0,1.0,0.0,,Energy,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/31/2022,,,Y,No,
AG2-422,Bustleton 13 kV ,Burlington Energy Storage,NJ,Atlantic,Withdrawn,PSEG,1.2,1.2,0.0,,Energy,Generation Interconnection,Solar; Storage,,,,https://www.pjm.com/pjmfiles/pub/planning/project-queues/feas_docs/ag2422_fea.pdf,Document Posted,https://www.pjm.com/pjmfiles/pub/planning/project-queues/impact_studies/ag2422_imp.pdf,Document Posted,,Not Required,,Wholesale Market Participation Agreement,https://www.pjm.com/pjmfiles/pub/planning/project-queues/wmpa/ag2422_wmpa.pdf,https://www.pjm.com/pjmfiles/pub/planning/project-queues/csa/ag2422_wmpa.pdf,Not Required,,,,3/31/2021,,,,2/22/2022,,12/12/2023,12/12/2023,,Y,No,
AG2-423 - moved to TC2,Cherry Run - Harmony 138 kV,,WV,Barbour,Active,APS,80.0,80.0,48.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,,,,,,N,No,
AG2-424 - moved to TC2,Summersville - Magnolia 69 kV,,KY,Larue,Active,EKPC,63.25,63.25,34.95,,Capacity,Generation Interconnection,Solar; Storage,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,,,,,,N,No,
AG2-425,Jackson Road - Nanty Glo 46 kV,,PA,Cambria,Withdrawn,PENELEC,15.0,15.0,9.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,10/31/2023,,,N,No,
AG2-426 - moved to TC2,Wakefield - Waverly 115 kV,,VA,Sussex,Active,Dominion,33.5,33.5,33.5,,Capacity,Generation Interconnection,Solar; Storage,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,,,,,,N,No,
AG2-427 - moved to TC2,Waverly 115 kV,,VA,Sussex,Withdrawn,Dominion,85.0,85.0,66.3,,Capacity,Generation Interconnection,Solar; Storage,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,12/2/2025,,4/30/2028,,,N,No,
AG2-428 - moved to TC2,Wakefield 115 kV,,VA,Sussex,Withdrawn,Dominion,170.0,170.0,135.7,,Capacity,Generation Interconnection,Solar; Storage,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,12/2/2025,,4/30/2028,,,N,No,
AG2-429 - moved to TC2,Burma - Armstrong 138 kV,,PA,Clarion,Active,APS,46.5,46.5,46.5,,Capacity,Generation Interconnection,Solar; Storage,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,,,,,,N,No,
AG2-430 - moved to TC2,Sunbury-Dalmatia 69 kV II,,PA,Northumberland,Withdrawn,PPL,60.0,60.0,37.7,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,11/18/2025,,6/1/2028,,,N,No,
AG2-431,Sapony 34.5 kV,,VA,Sussex,Withdrawn,Dominion,20.0,20.0,12.54,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,11/1/2023,,,N,No,
AG2-432,Mount Airy - Wythe 138 kV,,VA,Wythe,Withdrawn,AEP,45.0,45.0,30.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/18/2024,,12/31/2023,,,N,No,
AG2-433,Sabinsville 115 kV,,PA,Tioga,Withdrawn,PENELEC,50.0,50.0,21.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/31/2021,,,,12/10/2024,,9/30/2024,,,N,No,
AG2-434,Rockwood 23 kV,,PA,Somerset,Withdrawn,PENELEC,10.0,10.0,6.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,8/7/2024,,6/30/2023,,,N,No,
AG2-435,Crossroads 13.2 kV II,,PA,York,Withdrawn,ME,4.6,4.6,2.76,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,8/7/2024,,6/30/2023,,,N,No,
AG2-436 - moved to TC2,Carson - Rogers Road 500 kV,,VA,Sussex,Active,Dominion,350.0,350.0,140.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,,,,,,N,No,
AG2-437,Monarch I Interconnection 500 kV,,VA,Greensville,Withdrawn,Dominion,400.0,400.0,400.0,,Capacity,Generation Interconnection,Solar; Storage,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/17/2024,,12/31/2023,,,N,No,
AG2-438 - moved to TC2,Union City 34.5 kV,,PA,Erie,Withdrawn,PENELEC,10.0,10.0,6.7,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,12/17/2025,,2/1/2028,,,N,No,
AG2-439 - moved to TC2,Oxbow 34.5 kV,,PA,Wyoming,Withdrawn,PENELEC,9.8,9.8,5.3,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,12/2/2025,,2/1/2028,,,N,No,
AG2-440 - moved to TC2,Twittys Creek - Madisonville 115 kV,,VA,Charlotte,Active,Dominion,75.0,75.0,45.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,,,,,,N,No,
AG2-441 - moved to TC2,Twittys Creek - Madisonville 115 kV,,VA,Charlotte,Active,Dominion,188.0,113.0,67.8,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,,,,,,N,No,
AG2-442 - moved to TC2,Twittys Creek - Madisonville 115 kV,,VA,Charlotte,Active,Dominion,140.0,140.0,84.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,,,,,,N,No,
AG2-443,Benner 12 kV ,,OH,Montgomery,Withdrawn,Dayton,4.0,4.0,1.9,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,10/28/2022,,,N,No,
AG2-444 - moved to TC2,Bixby -  Biers Run 345 kV,,OH,Pickaway,Withdrawn,AEP,163.0,163.0,122.5,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,12/2/2025,,12/31/2028,,,N,No,
AG2-445,Adkins - Atlanta 345 kV,,OH,Pickaway,Withdrawn,AEP,200.0,200.0,120.0,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,12/31/2024,,,N,No,
AG2-446,Cedar Creek 138 kV,,DE,New Castle,Withdrawn,DPL,114.3,0.0,25.28,,Capacity,Generation Interconnection,Solar,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,11/15/2022,,,N,No,
AG2-447 - moved to TC2,Cedar Creek 138 kV VII,,DE,New Castle,Active,DPL,134.25,20.0,12.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,,,,,,N,No,
AG2-448 - moved to TC2,Cross School - Westvaco 138 kV,,WV,Mineral,Active,APS,50.0,50.0,30.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,,,,,,N,No,
AG2-449 - moved to TC2,Jefferson-Greentown 765 kV,,IN,Rush,Withdrawn,AEP,835.0,120.0,15.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,11/27/2025,,12/31/2028,,,N,No,
AG2-450 - moved to TC2,Bridgeport 230 kV,,NJ,Gloucester,Withdrawn,AEC,219.0,219.0,115.3,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,12/3/2025,,1/1/2028,,,N,No,
AG2-451 - moved to TC2,Chambers 230 kV,,NJ,Salem,Withdrawn,AEC,240.0,240.0,123.0,,Capacity,Generation Interconnection,Storage,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,12/3/2025,,1/1/2028,,,N,No,
AG2-452,SW Lima - Shelby 345 kV,,OH,Auglaize,Withdrawn,AEP,300.0,300.0,52.8,,Capacity,Generation Interconnection,Wind,,,,,Withdrawn,,,,,,,,,,,,,3/30/2021,,,,12/18/2024,,3/31/2024,,,N,No,
AG2-453 - moved to TC2,Lasalle - Plano 345 kV,,IL,Kendall,Active,ComEd,280.0,280.0,196.0,,Capacity,Generation Interconnection,Solar,,,,,In Progress,,,,,,,,,,,,,3/30/2021,,,,,,,,,N,No,
